EVENTS Event Timestamp Hour,EVENTS Pageview Count,EVENTS Share Count,EVENTS Unique Visitors,EVENTS Subscribe,EVENTS Video Start + 30s,EVENTS Nugget Preview CTR,EVENTS Event Count,Pageviews/Events,Spike,Pageview Change,Share Change,Visitor Change,Subscribe Change,Video Change,Nugget Preview CTR Change,Event Change,% Pageview Change,% Share Change,% Visitor Change,% Subscribe Change,% Video Change,% Nugget Preview CTR Change,% Event Change
8/20/15 5:00,27642,425,25075,11,2059,1.49,201806,13.70,0,-8051,-162,-6790,-15,-508,0.17,-56708,-22.56,-27.60,-21.31,-57.69,-19.79,12.88,-21.94
8/20/15 6:00,22223,364,19604,16,1607,1.44,163428,13.60,0,-5419,-61,-5471,5,-452,-0.05,-38378,-19.60,-14.35,-21.82,45.45,-21.95,-3.36,-19.02
8/20/15 7:00,18268,282,16137,7,1381,1.42,137549,13.28,0,-3955,-82,-3467,-9,-226,-0.02,-25879,-17.80,-22.53,-17.69,-56.25,-14.06,-1.39,-15.84
8/20/15 8:00,15816,223,14039,13,1126,1.35,119629,13.22,0,-2452,-59,-2098,6,-255,-0.07,-17920,-13.42,-20.92,-13.00,85.71,-18.46,-4.93,-13.03
8/20/15 9:00,16835,222,15182,11,1133,1.17,124718,13.50,0,1019,-1,1143,-2,7,-0.18,5089,6.44,-0.45,8.14,-15.38,0.62,-13.33,4.25
8/20/15 10:00,22448,361,20435,8,1574,1.2,159144,14.11,0,5613,139,5253,-3,441,0.03,34426,33.34,62.61,34.60,-27.27,38.92,2.56,27.60
8/20/15 11:00,30763,443,28247,12,2080,1.21,221258,13.90,0,8315,82,7812,4,506,0.01,62114,37.04,22.71,38.23,50.00,32.15,0.83,39.03
8/20/15 12:00,35503,525,32587,19,2479,1.13,260377,13.64,0,4740,82,4340,7,399,-0.08,39119,15.41,18.51,15.36,58.33,19.18,-6.61,17.68
8/20/15 13:00,46795,849,41225,25,4173,1.31,398317,11.75,0,11292,324,8638,6,1694,0.18,137940,31.81,61.71,26.51,31.58,68.33,15.93,52.98
8/20/15 14:00,47714,762,42233,17,3786,1.38,405958,11.75,0,919,-87,1008,-8,-387,0.07,7641,1.96,-10.25,2.45,-32.00,-9.27,5.34,1.92
8/20/15 15:00,46284,839,39547,28,5183,1.34,404755,11.44,0,-1430,77,-2686,11,1397,-0.04,-1203,-3.00,10.10,-6.36,64.71,36.90,-2.90,-0.30
8/20/15 16:00,41011,730,35524,10,4731,1.29,363043,11.30,0,-5273,-109,-4023,-18,-452,-0.05,-41712,-11.39,-12.99,-10.17,-64.29,-8.72,-3.73,-10.31
8/20/15 17:00,55538,802,49790,28,6167,1.04,514520,10.79,0,14527,72,14266,18,1436,-0.25,151477,35.42,9.86,40.16,180.00,30.35,-19.38,41.72
8/20/15 18:00,56831,843,51107,19,7067,1.01,543935,10.45,0,1293,41,1317,-9,900,-0.03,29415,2.33,5.11,2.65,-32.14,14.59,-2.88,5.72
8/20/15 19:00,57516,801,51515,22,6805,1,549560,10.47,0,685,-42,408,3,-262,-0.01,5625,1.21,-4.98,0.80,15.79,-3.71,-0.99,1.03
8/20/15 20:00,55533,835,49703,28,6610,1.09,523591,10.61,0,-1983,34,-1812,6,-195,0.09,-25969,-3.45,4.24,-3.52,27.27,-2.87,9.00,-4.73
8/20/15 21:00,59070,848,52354,24,6220,1.05,538674,10.97,0,3537,13,2651,-4,-390,-0.04,15083,6.37,1.56,5.33,-14.29,-5.90,-3.67,2.88
8/20/15 22:00,52625,824,47006,21,5574,1.08,434720,12.11,0,-6445,-24,-5348,-3,-646,0.03,-103954,-10.91,-2.83,-10.22,-12.50,-10.39,2.86,-19.30
8/20/15 23:00,56246,791,51256,24,9512,1.01,480330,11.71,0,3621,-33,4250,3,3938,-0.07,45610,6.88,-4.00,9.04,14.29,70.65,-6.48,10.49
8/21/15 0:00,88185,1251,78689,28,10911,1.04,639085,13.80,1,31939,460,27433,4,1399,0.03,158755,56.78,58.15,53.52,16.67,14.71,2.97,33.05
8/21/15 1:00,99564,1432,90926,36,9045,0.95,693737,14.35,0,11379,181,12237,8,-1866,-0.09,54652,12.90,14.47,15.55,28.57,-17.10,-8.65,8.55
8/21/15 2:00,83986,1218,74907,26,9127,1.07,602868,13.93,0,-15578,-214,-16019,-10,82,0.12,-90869,-15.65,-14.94,-17.62,-27.78,0.91,12.63,-13.10
8/21/15 3:00,70535,1116,61975,25,8170,1.16,506645,13.92,0,-13451,-102,-12932,-1,-957,0.09,-96223,-16.02,-8.37,-17.26,-3.85,-10.49,8.41,-15.96
8/21/15 4:00,52338,754,47262,23,6492,1.15,397979,13.15,0,-18197,-362,-14713,-2,-1678,-0.01,-108666,-25.80,-32.44,-23.74,-8.00,-20.54,-0.86,-21.45
8/21/15 5:00,41338,672,36948,19,5372,1.23,309394,13.36,0,-11000,-82,-10314,-4,-1120,0.08,-88585,-21.02,-10.88,-21.82,-17.39,-17.25,6.96,-22.26
8/21/15 6:00,33462,478,30503,10,4218,1.28,252013,13.28,0,-7876,-194,-6445,-9,-1154,0.05,-57381,-19.05,-28.87,-17.44,-47.37,-21.48,4.07,-18.55
8/21/15 7:00,26830,397,23946,12,3541,1.32,208465,12.87,0,-6632,-81,-6557,2,-677,0.04,-43548,-19.82,-16.95,-21.50,20.00,-16.05,3.13,-17.28
8/21/15 8:00,22823,362,20522,8,2908,1.19,178631,12.78,0,-4007,-35,-3424,-4,-633,-0.13,-29834,-14.93,-8.82,-14.30,-33.33,-17.88,-9.85,-14.31
8/21/15 9:00,23381,327,20862,10,2891,1.09,182716,12.80,0,558,-35,340,2,-17,-0.1,4085,2.44,-9.67,1.66,25.00,-0.58,-8.40,2.29
8/21/15 10:00,32837,428,29253,12,3671,1.21,263073,12.48,0,9456,101,8391,2,780,0.12,80357,40.44,30.89,40.22,20.00,26.98,11.01,43.98
8/21/15 11:00,44717,572,41566,14,5050,1.13,360960,12.39,0,11880,144,12313,2,1379,-0.08,97887,36.18,33.64,42.09,16.67,37.56,-6.61,37.21
8/21/15 12:00,53815,685,49086,28,6317,1.11,453312,11.87,0,9098,113,7520,14,1267,-0.02,92352,20.35,19.76,18.09,100.00,25.09,-1.77,25.59
8/21/15 13:00,70726,1205,59982,40,7590,1.34,642813,11.00,0,16911,520,10896,12,1273,0.23,189501,31.42,75.91,22.20,42.86,20.15,20.72,41.80
8/21/15 14:00,70117,1156,60948,36,7713,1.33,648790,10.81,0,-609,-49,966,-4,123,-0.01,5977,-0.86,-4.07,1.61,-10.00,1.62,-0.75,0.93
8/21/15 15:00,66184,1097,57797,33,6972,1.28,596912,11.09,0,-3933,-59,-3151,-3,-741,-0.05,-51878,-5.61,-5.10,-5.17,-8.33,-9.61,-3.76,-8.00
8/21/15 16:00,93034,1431,80754,36,10189,1.11,809646,11.49,0,26850,334,22957,3,3217,-0.17,212734,40.57,30.45,39.72,9.09,46.14,-13.28,35.64
8/21/15 17:00,88252,1359,79115,37,9179,1.06,758373,11.64,0,-4782,-72,-1639,1,-1010,-0.05,-51273,-5.14,-5.03,-2.03,2.78,-9.91,-4.50,-6.33
8/21/15 18:00,89821,1447,80296,40,8279,1.05,798447,11.25,0,1569,88,1181,3,-900,-0.01,40074,1.78,6.48,1.49,8.11,-9.80,-0.94,5.28
8/21/15 19:00,84078,1257,73991,29,8081,1.08,742856,11.32,0,-5743,-190,-6305,-11,-198,0.03,-55591,-6.39,-13.13,-7.85,-27.50,-2.39,2.86,-6.96
8/21/15 20:00,80836,1225,71965,33,7532,1.02,696862,11.60,0,-3242,-32,-2026,4,-549,-0.06,-45994,-3.86,-2.55,-2.74,13.79,-6.79,-5.56,-6.19
8/21/15 21:00,76735,1197,68159,31,7301,1.11,659925,11.63,0,-4101,-28,-3806,-2,-231,0.09,-36937,-5.07,-2.29,-5.29,-6.06,-3.07,8.82,-5.30
8/21/15 22:00,68701,1073,60499,25,6615,1.06,586151,11.72,0,-8034,-124,-7660,-6,-686,-0.05,-73774,-10.47,-10.36,-11.24,-19.35,-9.40,-4.50,-11.18
8/21/15 23:00,67691,939,60801,23,6121,1.11,531753,12.73,0,-1010,-134,302,-2,-494,0.05,-54398,-1.47,-12.49,0.50,-8.00,-7.47,4.72,-9.28
8/22/15 0:00,84088,1208,74046,37,5774,1.09,617309,13.62,0,16397,269,13245,14,-347,-0.02,85556,24.22,28.65,21.78,60.87,-5.67,-1.80,16.09
8/22/15 1:00,84730,1185,76377,29,6110,1.05,628112,13.49,0,642,-23,2331,-8,336,-0.04,10803,0.76,-1.90,3.15,-21.62,5.82,-3.67,1.75
8/22/15 2:00,79394,1105,71831,25,6007,1.15,590386,13.45,0,-5336,-80,-4546,-4,-103,0.1,-37726,-6.30,-6.75,-5.95,-13.79,-1.69,9.52,-6.01
8/22/15 3:00,68441,993,61261,30,5399,1.12,510582,13.40,0,-10953,-112,-10570,5,-608,-0.03,-79804,-13.80,-10.14,-14.72,20.00,-10.12,-2.61,-13.52
8/22/15 4:00,56199,761,51194,15,4335,1.2,422204,13.31,0,-12242,-232,-10067,-15,-1064,0.08,-88378,-17.89,-23.36,-16.43,-50.00,-19.71,7.14,-17.31
8/22/15 5:00,45866,687,41969,17,3568,1.35,343809,13.34,0,-10333,-74,-9225,2,-767,0.15,-78395,-18.39,-9.72,-18.02,13.33,-17.69,12.50,-18.57
8/22/15 6:00,36933,527,32645,8,3010,1.36,278720,13.25,0,-8933,-160,-9324,-9,-558,0.01,-65089,-19.48,-23.29,-22.22,-52.94,-15.64,0.74,-18.93
8/22/15 7:00,30864,387,27782,16,2358,1.51,230970,13.36,0,-6069,-140,-4863,8,-652,0.15,-47750,-16.43,-26.57,-14.90,100.00,-21.66,11.03,-17.13
8/22/15 8:00,26575,374,23852,13,2176,1.57,203649,13.05,0,-4289,-13,-3930,-3,-182,0.06,-27321,-13.90,-3.36,-14.15,-18.75,-7.72,3.97,-11.83
8/22/15 9:00,24226,333,21671,7,1949,1.43,189521,12.78,0,-2349,-41,-2181,-6,-227,-0.14,-14128,-8.84,-10.96,-9.14,-46.15,-10.43,-8.92,-6.94
8/22/15 10:00,27499,358,24269,9,2144,1.26,213455,12.88,0,3273,25,2598,2,195,-0.17,23934,13.51,7.51,11.99,28.57,10.01,-11.89,12.63
8/22/15 11:00,38666,561,35204,28,3029,1.35,291569,13.26,0,11167,203,10935,19,885,0.09,78114,40.61,56.70,45.06,211.11,41.28,7.14,36.60
8/22/15 12:00,46941,688,43156,33,3673,1.44,338630,13.86,0,8275,127,7952,5,644,0.09,47061,21.40,22.64,22.59,17.86,21.26,6.67,16.14
8/22/15 13:00,57059,776,52536,32,4256,1.36,398107,14.33,0,10118,88,9380,-1,583,-0.08,59477,21.55,12.79,21.74,-3.03,15.87,-5.56,17.56
8/22/15 14:00,78658,980,72494,36,12202,1.13,602862,13.05,0,21599,204,19958,4,7946,-0.23,204755,37.85,26.29,37.99,12.50,186.70,-16.91,51.43
8/22/15 15:00,119054,1470,108506,30,11149,0.96,843224,14.12,1,40396,490,36012,-6,-1053,-0.17,240362,51.36,50.00,49.68,-16.67,-8.63,-15.04,39.87
8/22/15 16:00,100142,1400,91540,37,9455,1.01,709150,14.12,0,-18912,-70,-16966,7,-1694,0.05,-134074,-15.89,-4.76,-15.64,23.33,-15.19,5.21,-15.90
8/22/15 17:00,84160,1215,77477,33,7932,1.03,599314,14.04,0,-15982,-185,-14063,-4,-1523,0.02,-109836,-15.96,-13.21,-15.36,-10.81,-16.11,1.98,-15.49
8/22/15 18:00,74596,984,69143,22,7505,1.11,541235,13.78,0,-9564,-231,-8334,-11,-427,0.08,-58079,-11.36,-19.01,-10.76,-33.33,-5.38,7.77,-9.69
8/22/15 19:00,68499,915,62968,27,7878,1.05,504909,13.57,0,-6097,-69,-6175,5,373,-0.06,-36326,-8.17,-7.01,-8.93,22.73,4.97,-5.41,-6.71
8/22/15 20:00,63222,915,58631,18,7166,1.11,468908,13.48,0,-5277,0,-4337,-9,-712,0.06,-36001,-7.70,0.00,-6.89,-33.33,-9.04,5.71,-7.13
8/22/15 21:00,59206,841,55046,16,6638,1.09,440585,13.44,0,-4016,-74,-3585,-2,-528,-0.02,-28323,-6.35,-8.09,-6.11,-11.11,-7.37,-1.80,-6.04
8/22/15 22:00,56667,792,51954,29,6787,1.02,422872,13.40,0,-2539,-49,-3092,13,149,-0.07,-17713,-4.29,-5.83,-5.62,81.25,2.24,-6.42,-4.02
8/22/15 23:00,52496,813,48727,23,6248,1.04,394733,13.30,0,-4171,21,-3227,-6,-539,0.02,-28139,-7.36,2.65,-6.21,-20.69,-7.94,1.96,-6.65
8/23/15 0:00,65252,937,59840,29,5840,1.23,486658,13.41,0,12756,124,11113,6,-408,0.19,91925,24.30,15.25,22.81,26.09,-6.53,18.27,23.29
8/23/15 1:00,63208,855,57630,29,5627,1.04,470660,13.43,0,-2044,-82,-2210,0,-213,-0.19,-15998,-3.13,-8.75,-3.69,0.00,-3.65,-15.45,-3.29
8/23/15 2:00,57409,806,52505,31,5592,1.07,429459,13.37,0,-5799,-49,-5125,2,-35,0.03,-41201,-9.17,-5.73,-8.89,6.90,-0.62,2.88,-8.75
8/23/15 3:00,51004,685,46798,26,5305,1.22,385012,13.25,0,-6405,-121,-5707,-5,-287,0.15,-44447,-11.16,-15.01,-10.87,-16.13,-5.13,14.02,-10.35
8/23/15 4:00,40801,591,36948,15,4372,1.24,309234,13.19,0,-10203,-94,-9850,-11,-933,0.02,-75778,-20.00,-13.72,-21.05,-42.31,-17.59,1.64,-19.68
8/23/15 5:00,34194,478,30828,17,3472,1.35,259680,13.17,0,-6607,-113,-6120,2,-900,0.11,-49554,-16.19,-19.12,-16.56,13.33,-20.59,8.87,-16.02
8/23/15 6:00,27314,366,24665,12,2815,1.48,208383,13.11,0,-6880,-112,-6163,-5,-657,0.13,-51297,-20.12,-23.43,-19.99,-29.41,-18.92,9.63,-19.75
8/23/15 7:00,23095,300,20730,12,2449,1.5,179317,12.88,0,-4219,-66,-3935,0,-366,0.02,-29066,-15.45,-18.03,-15.95,0.00,-13.00,1.35,-13.95
8/23/15 8:00,19334,257,17082,7,2022,1.53,148929,12.98,0,-3761,-43,-3648,-5,-427,0.03,-30388,-16.28,-14.33,-17.60,-41.67,-17.44,2.00,-16.95
8/23/15 9:00,16929,229,15363,14,1777,1.39,132476,12.78,0,-2405,-28,-1719,7,-245,-0.14,-16453,-12.44,-10.89,-10.06,100.00,-12.12,-9.15,-11.05
8/23/15 10:00,18773,240,16901,9,1887,1.34,146188,12.84,0,1844,11,1538,-5,110,-0.05,13712,10.89,4.80,10.01,-35.71,6.19,-3.60,10.35
8/23/15 11:00,26197,375,23758,12,2666,1.25,203080,12.90,0,7424,135,6857,3,779,-0.09,56892,39.55,56.25,40.57,33.33,41.28,-6.72,38.92
8/23/15 12:00,34708,427,31587,24,3712,1.25,267014,13.00,0,8511,52,7829,12,1046,0,63934,32.49,13.87,32.95,100.00,39.23,0.00,31.48
8/23/15 13:00,50117,714,46201,24,4441,1.16,376732,13.30,0,15409,287,14614,0,729,-0.09,109718,44.40,67.21,46.27,0.00,19.64,-7.20,41.09
8/23/15 14:00,50656,695,45976,31,4739,1.22,389305,13.01,0,539,-19,-225,7,298,0.06,12573,1.08,-2.66,-0.49,29.17,6.71,5.17,3.34
8/23/15 15:00,59519,815,54221,23,4700,1.06,457540,13.01,0,8863,120,8245,-8,-39,-0.16,68235,17.50,17.27,17.93,-25.81,-0.82,-13.11,17.53
8/23/15 16:00,54384,807,49520,17,4276,1.19,417739,13.02,0,-5135,-8,-4701,-6,-424,0.13,-39801,-8.63,-0.98,-8.67,-26.09,-9.02,12.26,-8.70
8/23/15 17:00,48500,675,44659,26,3883,1.15,376275,12.89,0,-5884,-132,-4861,9,-393,-0.04,-41464,-10.82,-16.36,-9.82,52.94,-9.19,-3.36,-9.93
8/23/15 18:00,58754,833,53234,32,4085,1.22,433174,13.56,0,10254,158,8575,6,202,0.07,56899,21.14,23.41,19.20,23.08,5.20,6.09,15.12
8/23/15 19:00,51446,690,46779,28,3964,1.23,391669,13.14,0,-7308,-143,-6455,-4,-121,0.01,-41505,-12.44,-17.17,-12.13,-12.50,-2.96,0.82,-9.58
8/23/15 20:00,52600,683,48557,34,3887,1.19,406121,12.95,0,1154,-7,1778,6,-77,-0.04,14452,2.24,-1.01,3.80,21.43,-1.94,-3.25,3.69
8/23/15 21:00,50532,697,46713,25,3700,1.25,382997,13.19,0,-2068,14,-1844,-9,-187,0.06,-23124,-3.93,2.05,-3.80,-26.47,-4.81,5.04,-5.69
8/23/15 22:00,52761,706,48150,29,4276,1.12,406277,12.99,0,2229,9,1437,4,576,-0.13,23280,4.41,1.29,3.08,16.00,15.57,-10.40,6.08
8/23/15 23:00,48038,720,44770,23,4048,1.05,371987,12.91,0,-4723,14,-3380,-6,-228,-0.07,-34290,-8.95,1.98,-7.02,-20.69,-5.33,-6.25,-8.44
8/24/15 0:00,48796,800,44494,21,3904,1.06,367190,13.29,0,758,80,-276,-2,-144,0.01,-4797,1.58,11.11,-0.62,-8.70,-3.56,0.95,-1.29
8/24/15 1:00,47680,684,43597,39,3972,1,360679,13.22,0,-1116,-116,-897,18,68,-0.06,-6511,-2.29,-14.50,-2.02,85.71,1.74,-5.66,-1.77
8/24/15 2:00,53689,815,49425,24,4002,0.94,394869,13.60,0,6009,131,5828,-15,30,-0.06,34190,12.60,19.15,13.37,-38.46,0.76,-6.00,9.48
8/24/15 3:00,43510,677,39480,33,3348,1.16,329487,13.21,0,-10179,-138,-9945,9,-654,0.22,-65382,-18.96,-16.93,-20.12,37.50,-16.34,23.40,-16.56
8/24/15 4:00,34496,513,30947,23,2471,1.13,267402,12.90,0,-9014,-164,-8533,-10,-877,-0.03,-62085,-20.72,-24.22,-21.61,-30.30,-26.19,-2.59,-18.84
8/24/15 5:00,26673,356,23775,15,1741,1.27,208259,12.81,0,-7823,-157,-7172,-8,-730,0.14,-59143,-22.68,-30.60,-23.18,-34.78,-29.54,12.39,-22.12
8/24/15 6:00,20403,280,18297,12,1336,1.39,159061,12.83,0,-6270,-76,-5478,-3,-405,0.12,-49198,-23.51,-21.35,-23.04,-20.00,-23.26,9.45,-23.62
8/24/15 7:00,16649,235,14580,8,1129,1.3,131967,12.62,0,-3754,-45,-3717,-4,-207,-0.09,-27094,-18.40,-16.07,-20.31,-33.33,-15.49,-6.47,-17.03
8/24/15 8:00,14691,205,13014,5,908,1.27,119431,12.30,0,-1958,-30,-1566,-3,-221,-0.03,-12536,-11.76,-12.77,-10.74,-37.50,-19.57,-2.31,-9.50
8/24/15 9:00,13830,500,12356,9,919,1.21,111103,12.45,0,-861,295,-658,4,11,-0.06,-8328,-5.86,143.90,-5.06,80.00,1.21,-4.72,-6.97
8/24/15 10:00,19933,284,18337,15,1437,1.05,151105,13.19,0,6103,-216,5981,6,518,-0.16,40002,44.13,-43.20,48.41,66.67,56.37,-13.22,36.00
8/24/15 11:00,27051,318,24737,21,2374,1.11,212228,12.75,0,7118,34,6400,6,937,0.06,61123,35.71,11.97,34.90,40.00,65.21,5.71,40.45
8/24/15 12:00,31682,489,28986,18,2582,1.05,244020,12.98,0,4631,171,4249,-3,208,-0.06,31792,17.12,53.77,17.18,-14.29,8.76,-5.41,14.98
8/24/15 13:00,42578,771,35949,29,4199,1.36,350947,12.13,0,10896,282,6963,11,1617,0.31,106927,34.39,57.67,24.02,61.11,62.63,29.52,43.82
8/24/15 14:00,50502,1044,44508,24,8142,1.2,445105,11.35,0,7924,273,8559,-5,3943,-0.16,94158,18.61,35.41,23.81,-17.24,93.90,-11.76,26.83
8/24/15 15:00,56909,1049,50343,39,7039,1.19,460531,12.36,0,6407,5,5835,15,-1103,-0.01,15426,12.69,0.48,13.11,62.50,-13.55,-0.83,3.47
8/24/15 16:00,58860,1113,51420,29,6379,1.31,477112,12.34,0,1951,64,1077,-10,-660,0.12,16581,3.43,6.10,2.14,-25.64,-9.38,10.08,3.60
8/24/15 17:00,51444,937,46001,25,5295,1.27,450988,11.41,0,-7416,-176,-5419,-4,-1084,-0.04,-26124,-12.60,-15.81,-10.54,-13.79,-16.99,-3.05,-5.48
8/24/15 18:00,49677,800,44451,33,4822,1.2,409019,12.15,0,-1767,-137,-1550,8,-473,-0.07,-41969,-3.43,-14.62,-3.37,32.00,-8.93,-5.51,-9.31
8/24/15 19:00,46294,786,41729,85,4498,1.22,404480,11.45,0,-3383,-14,-2722,52,-324,0.02,-4539,-6.81,-1.75,-6.12,157.58,-6.72,1.67,-1.11
8/24/15 20:00,49160,826,44310,84,5967,1.15,440927,11.15,0,2866,40,2581,-1,1469,-0.07,36447,6.19,5.09,6.19,-1.18,32.66,-5.74,9.01
8/24/15 21:00,49591,870,44523,92,5676,1.13,441270,11.24,0,431,44,213,8,-291,-0.02,343,0.88,5.33,0.48,9.52,-4.88,-1.74,0.08
8/24/15 22:00,60342,911,53994,119,5423,1.04,504558,11.96,0,10751,41,9471,27,-253,-0.09,63288,21.68,4.71,21.27,29.35,-4.46,-7.96,14.34
8/24/15 23:00,70425,1114,62940,149,5361,1.02,531162,13.26,0,10083,203,8946,30,-62,-0.02,26604,16.71,22.28,16.57,25.21,-1.14,-1.92,5.27
8/25/15 0:00,67526,1032,59138,134,5184,1.04,492192,13.72,0,-2899,-82,-3802,-15,-177,0.02,-38970,-4.12,-7.36,-6.04,-10.07,-3.30,1.96,-7.34
8/25/15 1:00,73651,1166,65242,134,5614,0.98,534097,13.79,0,6125,134,6104,0,430,-0.06,41905,9.07,12.98,10.32,0.00,8.29,-5.77,8.51
8/25/15 2:00,71251,1143,64742,161,5604,1.04,515875,13.81,0,-2400,-23,-500,27,-10,0.06,-18222,-3.26,-1.97,-0.77,20.15,-0.18,6.12,-3.41
8/25/15 3:00,57345,874,51612,145,4657,1.11,422799,13.56,0,-13906,-269,-13130,-16,-947,0.07,-93076,-19.52,-23.53,-20.28,-9.94,-16.90,6.73,-18.04
8/25/15 4:00,44013,690,38435,99,3782,1.2,329300,13.37,0,-13332,-184,-13177,-46,-875,0.09,-93499,-23.25,-21.05,-25.53,-31.72,-18.79,8.11,-22.11
8/25/15 5:00,34669,554,30561,74,2943,1.31,261647,13.25,0,-9344,-136,-7874,-25,-839,0.11,-67653,-21.23,-19.71,-20.49,-25.25,-22.18,9.17,-20.54
8/25/15 6:00,26690,434,23495,64,2278,1.4,205878,12.96,0,-7979,-120,-7066,-10,-665,0.09,-55769,-23.01,-21.66,-23.12,-13.51,-22.60,6.87,-21.31
8/25/15 7:00,21301,313,18659,46,1836,1.4,166708,12.78,0,-5389,-121,-4836,-18,-442,0,-39170,-20.19,-27.88,-20.58,-28.13,-19.40,0.00,-19.03
8/25/15 8:00,17742,264,15887,41,1529,1.25,140623,12.62,0,-3559,-49,-2772,-5,-307,-0.15,-26085,-16.71,-15.65,-14.86,-10.87,-16.72,-10.71,-15.65
8/25/15 9:00,18421,293,16448,33,1620,1.34,145149,12.69,0,679,29,561,-8,91,0.09,4526,3.83,10.98,3.53,-19.51,5.95,7.20,3.22
8/25/15 10:00,24525,344,22294,42,2116,1.21,182044,13.47,0,6104,51,5846,9,496,-0.13,36895,33.14,17.41,35.54,27.27,30.62,-9.70,25.42
8/25/15 11:00,32311,464,29438,63,3151,1.2,240574,13.43,0,7786,120,7144,21,1035,-0.01,58530,31.75,34.88,32.04,50.00,48.91,-0.83,32.15
8/25/15 12:00,36951,584,33144,84,3803,1.13,286190,12.91,0,4640,120,3706,21,652,-0.07,45616,14.36,25.86,12.59,33.33,20.69,-5.83,18.96
8/25/15 13:00,50031,841,42066,95,4502,1.26,435804,11.48,0,13080,257,8922,11,699,0.13,149614,35.40,44.01,26.92,13.10,18.38,11.50,52.28
8/25/15 14:00,93956,1100,85373,121,4989,0.96,736620,12.76,1,43925,259,43307,26,487,-0.3,300816,87.80,30.80,102.95,27.37,10.82,-23.81,69.03
8/25/15 15:00,88244,1143,79212,168,14456,0.96,731683,12.06,0,-5712,43,-6161,47,9467,0,-4937,-6.08,3.91,-7.22,38.84,189.76,0.00,-0.67
8/25/15 16:00,114280,1524,102579,172,15969,0.94,874449,13.07,0,26036,381,23367,4,1513,-0.02,142766,29.50,33.33,29.50,2.38,10.47,-2.08,19.51
8/25/15 17:00,98519,1411,89434,168,13080,0.97,792146,12.44,0,-15761,-113,-13145,-4,-2889,0.03,-82303,-13.79,-7.41,-12.81,-2.33,-18.09,3.19,-9.41
8/25/15 18:00,109050,1276,98918,133,11623,0.88,924053,11.80,0,10531,-135,9484,-35,-1457,-0.09,131907,10.69,-9.57,10.60,-20.83,-11.14,-9.28,16.65
8/25/15 19:00,111894,1147,101341,135,10761,0.84,917443,12.20,0,2844,-129,2423,2,-862,-0.04,-6610,2.61,-10.11,2.45,1.50,-7.42,-4.55,-0.72
8/25/15 20:00,115044,1209,102529,138,11797,0.86,956978,12.02,0,3150,62,1188,3,1036,0.02,39535,2.82,5.41,1.17,2.22,9.63,2.38,4.31
8/25/15 21:00,103512,1142,94967,137,11296,0.88,882287,11.73,0,-11532,-67,-7562,-1,-501,0.02,-74691,-10.02,-5.54,-7.38,-0.72,-4.25,2.33,-7.80
8/25/15 22:00,94980,1143,85617,136,12128,0.9,779575,12.18,0,-8532,1,-9350,-1,832,0.02,-102712,-8.24,0.09,-9.85,-0.73,7.37,2.27,-11.64
8/25/15 23:00,97576,1124,88038,117,10983,0.93,752538,12.97,0,2596,-19,2421,-19,-1145,0.03,-27037,2.73,-1.66,2.83,-13.97,-9.44,3.33,-3.47
8/26/15 0:00,95268,1182,85862,135,13474,0.9,752085,12.67,0,-2308,58,-2176,18,2491,-0.03,-453,-2.37,5.16,-2.47,15.38,22.68,-3.23,-0.06
8/26/15 1:00,92935,1127,83922,132,13639,0.93,733446,12.67,0,-2333,-55,-1940,-3,165,0.03,-18639,-2.45,-4.65,-2.26,-2.22,1.22,3.33,-2.48
8/26/15 2:00,89630,1147,80805,137,12633,1.01,692691,12.94,0,-3305,20,-3117,5,-1006,0.08,-40755,-3.56,1.77,-3.71,3.79,-7.38,8.60,-5.56
8/26/15 3:00,75003,954,67161,113,11190,1.05,586558,12.79,0,-14627,-193,-13644,-24,-1443,0.04,-106133,-16.32,-16.83,-16.89,-17.52,-11.42,3.96,-15.32
8/26/15 4:00,59079,693,54032,91,8787,1.07,465472,12.69,0,-15924,-261,-13129,-22,-2403,0.02,-121086,-21.23,-27.36,-19.55,-19.47,-21.47,1.90,-20.64
8/26/15 5:00,45904,577,42489,71,7213,1.18,362670,12.66,0,-13175,-116,-11543,-20,-1574,0.11,-102802,-22.30,-16.74,-21.36,-21.98,-17.91,10.28,-22.09
8/26/15 6:00,36271,456,32550,73,5858,1.3,289714,12.52,0,-9633,-121,-9939,2,-1355,0.12,-72956,-20.99,-20.97,-23.39,2.82,-18.79,10.17,-20.12
8/26/15 7:00,29808,359,26278,47,4780,1.24,238524,12.50,0,-6463,-97,-6272,-26,-1078,-0.06,-51190,-17.82,-21.27,-19.27,-35.62,-18.40,-4.62,-17.67
8/26/15 8:00,25058,344,22471,46,3817,1.2,203987,12.28,0,-4750,-15,-3807,-1,-963,-0.04,-34537,-15.94,-4.18,-14.49,-2.13,-20.15,-3.23,-14.48
8/26/15 9:00,26062,329,23525,41,3888,1.08,213145,12.23,0,1004,-15,1054,-5,71,-0.12,9158,4.01,-4.36,4.69,-10.87,1.86,-10.00,4.49
8/26/15 10:00,34872,384,32225,57,4727,1.01,275879,12.64,0,8810,55,8700,16,839,-0.07,62734,33.80,16.72,36.98,39.02,21.58,-6.48,29.43
8/26/15 11:00,47685,497,44196,56,6447,0.88,390250,12.22,0,12813,113,11971,-1,1720,-0.13,114371,36.74,29.43,37.15,-1.75,36.39,-12.87,41.46
